feedback_id,client_id,date_feedback,nps_score,categorie,profil_client,nb_contrats,a_eu_sinistre,a_contacte_service_client,utilise_app_mobile,commentaire
NPS-00167,CLI-89919,2025-06-01,9,Promoteur,Client depuis 3-5 ans,2 contrats,Oui,Non,Non,Excellent rapport qualité/prix
NPS-00168,CLI-58979,2025-09-07,10,Promoteur,Client depuis 3-5 ans,2 contrats,Oui,Non,Non,Excellent rapport qualité/prix
NPS-00169,CLI-73254,2025-09-05,9,Promoteur,Client depuis 5-10 ans,4+ contrats,Oui,Non,Oui,Conseiller toujours disponible et efficace
NPS-00170,CLI-84875,2025-05-18,8,Passif,Client depuis > 10 ans,1 contrat,Oui,Non,Non,Service correct mais améliorable
NPS-00171,CLI-36270,2025-09-26,8,Passif,Client depuis < 1 an,4+ contrats,Oui,Non,Oui,Satisfait sans plus
NPS-00172,CLI-82387,2025-06-26,9,Promoteur,Client depuis 1-3 ans,3 contrats,Oui,Non,Non,Remboursements rapides et sans souci
NPS-00173,CLI-42766,2025-08-07,9,Promoteur,Client depuis 5-10 ans,3 contrats,Oui,Non,Oui,Service client irréprochable
NPS-00174,CLI-38427,2025-08-26,5,Détracteur,Client depuis > 10 ans,4+ contrats,Non,Non,Non,Tarifs trop élevés
NPS-00175,CLI-72428,2025-04-22,10,Promoteur,Client depuis 1-3 ans,3 contrats,Non,Oui,Oui,Confiance totale
NPS-00176,CLI-66416,2025-09-12,1,Détracteur,Client depuis > 10 ans,1 contrat,Non,Non,Oui,Remboursements insuffisants
NPS-00177,CLI-35981,2025-08-26,10,Promoteur,Client depuis 1-3 ans,1 contrat,Oui,Oui,Non,Service client irréprochable
NPS-00178,CLI-71640,2025-09-23,5,Détracteur,Client depuis 1-3 ans,4+ contrats,Oui,Oui,Non,Tarifs trop élevés
NPS-00179,CLI-66892,2025-08-04,7,Passif,Client depuis > 10 ans,1 contrat,Non,Non,Oui,Pas de problème majeur
NPS-00180,CLI-54317,2025-05-13,9,Promoteur,Client depuis 3-5 ans,2 contrats,Non,Non,Non,Remboursements rapides et sans souci
NPS-00181,CLI-68355,2025-09-08,9,Promoteur,Client depuis 3-5 ans,3 contrats,Oui,Oui,Oui,Confiance totale
NPS-00182,CLI-70430,2025-07-06,9,Promoteur,Client depuis 3-5 ans,4+ contrats,Non,Non,Oui,Confiance totale
NPS-00183,CLI-89431,2025-09-15,4,Détracteur,Client depuis 5-10 ans,2 contrats,Oui,Oui,Non,Tarifs trop élevés
NPS-00184,CLI-98223,2025-10-06,7,Passif,Client depuis 3-5 ans,1 contrat,Oui,Non,Non,Prix corrects mais pas les meilleurs
NPS-00185,CLI-76703,2025-06-26,10,Promoteur,Client depuis > 10 ans,2 contrats,Non,Oui,Oui,Excellent rapport qualité/prix
NPS-00186,CLI-10011,2025-08-31,1,Détracteur,Client depuis 3-5 ans,4+ contrats,Non,Non,Oui,Remboursements insuffisants
NPS-00187,CLI-49894,2025-07-15,3,Détracteur,Client depuis < 1 an,4+ contrats,Oui,Non,Oui,Trop de complications administratives
NPS-00188,CLI-94254,2025-09-12,5,Détracteur,Client depuis 1-3 ans,2 contrats,Oui,Oui,Oui,Tarifs trop élevés
NPS-00189,CLI-84839,2025-05-20,8,Passif,Client depuis 3-5 ans,4+ contrats,Non,Non,Non,Pas de problème majeur
NPS-00190,CLI-11042,2025-09-29,10,Promoteur,Client depuis 3-5 ans,3 contrats,Non,Oui,Non,Service client irréprochable
NPS-00191,CLI-87444,2025-07-15,9,Promoteur,Client depuis > 10 ans,3 contrats,Non,Oui,Non,Service client irréprochable
NPS-00192,CLI-14613,2025-06-14,10,Promoteur,Client depuis 5-10 ans,3 contrats,Oui,Non,Oui,Excellent rapport qualité/prix
NPS-00193,CLI-78832,2025-08-18,5,Détracteur,Client depuis 1-3 ans,4+ contrats,Non,Oui,Non,Trop de complications administratives
NPS-00194,CLI-88884,2025-06-20,7,Passif,Client depuis 3-5 ans,2 contrats,Non,Oui,Non,Service correct mais améliorable
NPS-00195,CLI-20744,2025-07-18,8,Passif,Client depuis 5-10 ans,4+ contrats,Non,Oui,Oui,Pas de problème majeur
NPS-00196,CLI-19592,2025-07-29,10,Promoteur,Client depuis < 1 an,2 contrats,Oui,Oui,Non,Conseiller toujours disponible et efficace
NPS-00197,CLI-53223,2025-09-25,7,Passif,Client depuis 3-5 ans,4+ contrats,Oui,Oui,Non,Service correct mais améliorable
NPS-00198,CLI-57490,2025-08-02,9,Promoteur,Client depuis 3-5 ans,2 contrats,Oui,Oui,Non,Conseiller toujours disponible et efficace
NPS-00199,CLI-43829,2025-07-11,8,Passif,Client depuis 3-5 ans,3 contrats,Oui,Oui,Oui,Satisfait sans plus
NPS-00200,CLI-71118,2025-05-28,10,Promoteur,Client depuis 1-3 ans,4+ contrats,Non,Oui,Oui,Excellent rapport qualité/prix
NPS-00201,CLI-39561,2025-04-25,5,Détracteur,Client depuis 5-10 ans,3 contrats,Oui,Oui,Oui,Service client décevant
NPS-00202,CLI-75783,2025-06-17,9,Promoteur,Client depuis 5-10 ans,3 contrats,Oui,Non,Non,Remboursements rapides et sans souci
NPS-00203,CLI-88165,2025-09-20,5,Détracteur,Client depuis > 10 ans,4+ contrats,Non,Non,Non,Service client décevant
NPS-00204,CLI-60240,2025-05-16,10,Promoteur,Client depuis > 10 ans,1 contrat,Non,Non,Non,Confiance totale
NPS-00205,CLI-49141,2025-07-03,9,Promoteur,Client depuis 1-3 ans,3 contrats,Non,Non,Non,Confiance totale
NPS-00206,CLI-99485,2025-05-09,4,Détracteur,Client depuis 3-5 ans,3 contrats,Oui,Non,Non,Remboursements insuffisants
NPS-00207,CLI-34971,2025-07-25,9,Promoteur,Client depuis 3-5 ans,1 contrat,Oui,Oui,Oui,Excellent rapport qualité/prix
NPS-00208,CLI-86969,2025-05-19,10,Promoteur,Client depuis 3-5 ans,1 contrat,Non,Non,Non,Conseiller toujours disponible et efficace
NPS-00209,CLI-88067,2025-10-06,2,Détracteur,Client depuis < 1 an,4+ contrats,Oui,Oui,Oui,Trop de complications administratives
NPS-00210,CLI-36655,2025-08-03,4,Détracteur,Client depuis > 10 ans,4+ contrats,Oui,Oui,Oui,Trop de complications administratives
NPS-00211,CLI-85923,2025-08-20,6,Détracteur,Client depuis 1-3 ans,1 contrat,Oui,Non,Non,Manque de transparence
NPS-00212,CLI-89045,2025-08-20,6,Détracteur,Client depuis 3-5 ans,2 contrats,Non,Oui,Oui,Manque de transparence
NPS-00213,CLI-11986,2025-06-22,10,Promoteur,Client depuis 5-10 ans,1 contrat,Oui,Oui,Oui,Remboursements rapides et sans souci
NPS-00214,CLI-96531,2025-07-27,4,Détracteur,Client depuis 3-5 ans,4+ contrats,Non,Non,Non,Service client décevant
NPS-00215,CLI-68855,2025-07-12,9,Promoteur,Client depuis 1-3 ans,4+ contrats,Oui,Non,Oui,Service client irréprochable
NPS-00216,CLI-17382,2025-08-29,6,Détracteur,Client depuis 3-5 ans,3 contrats,Oui,Oui,Oui,Tarifs trop élevés
NPS-00217,CLI-14853,2025-08-30,7,Passif,Client depuis 1-3 ans,3 contrats,Oui,Oui,Non,Prix corrects mais pas les meilleurs
NPS-00218,CLI-45374,2025-06-30,7,Passif,Client depuis 5-10 ans,3 contrats,Non,Oui,Non,Service correct mais améliorable
NPS-00219,CLI-77205,2025-10-05,8,Passif,Client depuis 3-5 ans,3 contrats,Non,Oui,Non,Service correct mais améliorable
NPS-00220,CLI-14545,2025-05-01,8,Passif,Client depuis 3-5 ans,1 contrat,Oui,Non,Non,Satisfait sans plus
NPS-00221,CLI-98385,2025-08-19,9,Promoteur,Client depuis 1-3 ans,2 contrats,Non,Oui,Non,Conseiller toujours disponible et efficace
NPS-00222,CLI-98059,2025-06-27,8,Passif,Client depuis > 10 ans,3 contrats,Non,Non,Oui,Satisfait sans plus
NPS-00223,CLI-60130,2025-07-05,10,Promoteur,Client depuis > 10 ans,3 contrats,Non,Non,Non,Remboursements rapides et sans souci
NPS-00224,CLI-34429,2025-06-24,3,Détracteur,Client depuis 5-10 ans,2 contrats,Non,Oui,Non,Manque de transparence
NPS-00225,CLI-32327,2025-08-28,8,Passif,Client depuis > 10 ans,1 contrat,Oui,Oui,Oui,Satisfait sans plus
NPS-00226,CLI-52389,2025-07-20,9,Promoteur,Client depuis > 10 ans,2 contrats,Oui,Non,Non,Service client irréprochable
NPS-00227,CLI-32744,2025-09-05,9,Promoteur,Client depuis 1-3 ans,1 contrat,Oui,Oui,Non,Service client irréprochable
NPS-00228,CLI-94827,2025-10-17,10,Promoteur,Client depuis < 1 an,3 contrats,Oui,Non,Non,Excellent rapport qualité/prix
NPS-00229,CLI-38494,2025-07-12,6,Détracteur,Client depuis > 10 ans,3 contrats,Non,Oui,Oui,Manque de transparence
NPS-00230,CLI-17073,2025-10-12,10,Promoteur,Client depuis > 10 ans,3 contrats,Oui,Non,Non,Excellent rapport qualité/prix
NPS-00231,CLI-88740,2025-06-27,9,Promoteur,Client depuis 5-10 ans,4+ contrats,Oui,Oui,Oui,Conseiller toujours disponible et efficace
NPS-00232,CLI-95043,2025-09-26,10,Promoteur,Client depuis 3-5 ans,1 contrat,Oui,Non,Oui,Conseiller toujours disponible et efficace
NPS-00233,CLI-92281,2025-09-12,5,Détracteur,Client depuis 1-3 ans,1 contrat,Non,Oui,Oui,Trop de complications administratives
NPS-00234,CLI-70039,2025-05-17,4,Détracteur,Client depuis > 10 ans,3 contrats,Non,Non,Non,Manque de transparence
NPS-00235,CLI-31129,2025-10-06,9,Promoteur,Client depuis 3-5 ans,2 contrats,Oui,Oui,Non,Remboursements rapides et sans souci
NPS-00236,CLI-43671,2025-05-15,8,Passif,Client depuis > 10 ans,4+ contrats,Oui,Oui,Oui,Service correct mais améliorable
NPS-00237,CLI-20206,2025-07-27,10,Promoteur,Client depuis < 1 an,3 contrats,Oui,Oui,Oui,Confiance totale
NPS-00238,CLI-61970,2025-05-21,9,Promoteur,Client depuis 3-5 ans,2 contrats,Non,Non,Oui,Remboursements rapides et sans souci
NPS-00239,CLI-97043,2025-10-01,0,Détracteur,Client depuis 3-5 ans,4+ contrats,Non,Oui,Oui,Trop de complications administratives
NPS-00240,CLI-95611,2025-06-08,9,Promoteur,Client depuis 1-3 ans,3 contrats,Oui,Oui,Oui,Remboursements rapides et sans souci
NPS-00241,CLI-52446,2025-06-10,5,Détracteur,Client depuis 1-3 ans,2 contrats,Oui,Oui,Non,Manque de transparence
NPS-00242,CLI-37942,2025-05-01,6,Détracteur,Client depuis 3-5 ans,4+ contrats,Non,Oui,Oui,Service client décevant
NPS-00243,CLI-90104,2025-09-08,9,Promoteur,Client depuis 3-5 ans,3 contrats,Non,Oui,Oui,Excellent rapport qualité/prix
NPS-00244,CLI-92447,2025-10-10,5,Détracteur,Client depuis 3-5 ans,2 contrats,Non,Oui,Oui,Service client décevant
NPS-00245,CLI-69731,2025-07-23,9,Promoteur,Client depuis 5-10 ans,4+ contrats,Non,Oui,Oui,Remboursements rapides et sans souci
NPS-00246,CLI-87852,2025-10-02,5,Détracteur,Client depuis > 10 ans,4+ contrats,Non,Non,Oui,Remboursements insuffisants
NPS-00247,CLI-18065,2025-07-31,8,Passif,Client depuis < 1 an,2 contrats,Oui,Oui,Oui,Pas de problème majeur
NPS-00248,CLI-59139,2025-10-12,10,Promoteur,Client depuis 1-3 ans,2 contrats,Non,Non,Non,Remboursements rapides et sans souci
NPS-00249,CLI-13449,2025-08-24,3,Détracteur,Client depuis < 1 an,2 contrats,Non,Oui,Oui,Trop de complications administratives
NPS-00250,CLI-43392,2025-10-03,7,Passif,Client depuis > 10 ans,4+ contrats,Non,Non,Non,Prix corrects mais pas les meilleurs
NPS-00251,CLI-88841,2025-07-16,7,Passif,Client depuis 5-10 ans,3 contrats,Oui,Oui,Non,Prix corrects mais pas les meilleurs
NPS-00252,CLI-75807,2025-09-24,9,Promoteur,Client depuis > 10 ans,4+ contrats,Oui,Oui,Non,Service client irréprochable
NPS-00253,CLI-76583,2025-09-06,3,Détracteur,Client depuis < 1 an,3 contrats,Oui,Oui,Non,Service client décevant
NPS-00254,CLI-57920,2025-06-10,10,Promoteur,Client depuis 3-5 ans,1 contrat,Non,Non,Non,Confiance totale
NPS-00255,CLI-23235,2025-06-24,4,Détracteur,Client depuis 5-10 ans,2 contrats,Oui,Oui,Non,Manque de transparence
NPS-00256,CLI-86895,2025-10-17,9,Promoteur,Client depuis 3-5 ans,3 contrats,Oui,Oui,Non,Service client irréprochable
NPS-00257,CLI-54816,2025-06-29,1,Détracteur,Client depuis < 1 an,2 contrats,Non,Oui,Non,Tarifs trop élevés
NPS-00258,CLI-65019,2025-09-20,9,Promoteur,Client depuis 1-3 ans,2 contrats,Non,Non,Oui,Conseiller toujours disponible et efficace
NPS-00259,CLI-37164,2025-07-14,9,Promoteur,Client depuis 1-3 ans,2 contrats,Non,Non,Non,Conseiller toujours disponible et efficace
NPS-00260,CLI-51623,2025-10-13,9,Promoteur,Client depuis 1-3 ans,1 contrat,Oui,Oui,Non,Service client irréprochable
NPS-00261,CLI-95591,2025-08-15,9,Promoteur,Client depuis > 10 ans,1 contrat,Oui,Non,Oui,Remboursements rapides et sans souci
NPS-00262,CLI-77773,2025-06-10,9,Promoteur,Client depuis < 1 an,2 contrats,Oui,Non,Oui,Remboursements rapides et sans souci
NPS-00263,CLI-61107,2025-06-11,4,Détracteur,Client depuis 1-3 ans,2 contrats,Oui,Non,Non,Remboursements insuffisants
NPS-00264,CLI-34824,2025-08-15,5,Détracteur,Client depuis < 1 an,2 contrats,Non,Non,Oui,Trop de complications administratives
NPS-00265,CLI-42631,2025-05-13,5,Détracteur,Client depuis 1-3 ans,4+ contrats,Oui,Non,Non,Service client décevant
NPS-00266,CLI-45495,2025-06-06,3,Détracteur,Client depuis > 10 ans,4+ contrats,Non,Oui,Oui,Service client décevant
NPS-00267,CLI-19662,2025-06-16,10,Promoteur,Client depuis > 10 ans,4+ contrats,Oui,Non,Oui,Confiance totale
NPS-00268,CLI-26902,2025-10-06,2,Détracteur,Client depuis < 1 an,3 contrats,Non,Non,Oui,Manque de transparence
NPS-00269,CLI-92353,2025-07-19,5,Détracteur,Client depuis 5-10 ans,2 contrats,Oui,Oui,Oui,Manque de transparence
NPS-00270,CLI-62575,2025-04-22,4,Détracteur,Client depuis > 10 ans,4+ contrats,Oui,Oui,Oui,Service client décevant
NPS-00271,CLI-93460,2025-05-25,10,Promoteur,Client depuis 5-10 ans,3 contrats,Oui,Oui,Oui,Conseiller toujours disponible et efficace
NPS-00272,CLI-95748,2025-09-15,9,Promoteur,Client depuis 3-5 ans,1 contrat,Non,Non,Oui,Conseiller toujours disponible et efficace
NPS-00273,CLI-50899,2025-07-06,7,Passif,Client depuis 1-3 ans,3 contrats,Oui,Oui,Non,Prix corrects mais pas les meilleurs
NPS-00274,CLI-90465,2025-05-10,9,Promoteur,Client depuis 3-5 ans,4+ contrats,Non,Oui,Non,Remboursements rapides et sans souci
NPS-00275,CLI-73903,2025-04-28,4,Détracteur,Client depuis > 10 ans,4+ contrats,Non,Non,Non,Manque de transparence
NPS-00276,CLI-17508,2025-07-06,10,Promoteur,Client depuis > 10 ans,3 contrats,Oui,Non,Non,Excellent rapport qualité/prix
NPS-00277,CLI-52928,2025-08-09,10,Promoteur,Client depuis > 10 ans,4+ contrats,Oui,Non,Non,Confiance totale
NPS-00278,CLI-93356,2025-04-23,9,Promoteur,Client depuis 5-10 ans,4+ contrats,Non,Oui,Non,Confiance totale
NPS-00279,CLI-27525,2025-07-27,8,Passif,Client depuis 5-10 ans,4+ contrats,Oui,Oui,Oui,Satisfait sans plus
NPS-00280,CLI-70210,2025-06-11,10,Promoteur,Client depuis 3-5 ans,2 contrats,Non,Non,Non,Service client irréprochable
NPS-00281,CLI-71626,2025-04-25,1,Détracteur,Client depuis < 1 an,1 contrat,Non,Non,Oui,Manque de transparence
NPS-00282,CLI-87109,2025-05-11,10,Promoteur,Client depuis 3-5 ans,3 contrats,Oui,Oui,Oui,Service client irréprochable
NPS-00283,CLI-84347,2025-05-03,7,Passif,Client depuis 3-5 ans,2 contrats,Oui,Non,Non,Pas de problème majeur
NPS-00284,CLI-74213,2025-05-17,9,Promoteur,Client depuis 1-3 ans,1 contrat,Non,Non,Oui,Remboursements rapides et sans souci
NPS-00285,CLI-15165,2025-10-08,9,Promoteur,Client depuis 3-5 ans,4+ contrats,Non,Oui,Non,Remboursements rapides et sans souci
NPS-00286,CLI-70290,2025-06-17,6,Détracteur,Client depuis 3-5 ans,1 contrat,Oui,Non,Non,Remboursements insuffisants
NPS-00287,CLI-42612,2025-05-04,9,Promoteur,Client depuis < 1 an,1 contrat,Non,Non,Oui,Remboursements rapides et sans souci
NPS-00288,CLI-19802,2025-06-13,9,Promoteur,Client depuis < 1 an,1 contrat,Oui,Non,Non,Service client irréprochable
NPS-00289,CLI-34307,2025-05-04,6,Détracteur,Client depuis > 10 ans,4+ contrats,Non,Oui,Non,Tarifs trop élevés
NPS-00290,CLI-85424,2025-06-30,7,Passif,Client depuis 5-10 ans,3 contrats,Non,Oui,Non,Satisfait sans plus
NPS-00291,CLI-67506,2025-05-09,3,Détracteur,Client depuis > 10 ans,4+ contrats,Non,Non,Oui,Trop de complications administratives
NPS-00292,CLI-49724,2025-05-02,3,Détracteur,Client depuis > 10 ans,4+ contrats,Oui,Oui,Oui,Manque de transparence
NPS-00293,CLI-21200,2025-07-29,6,Détracteur,Client depuis 1-3 ans,4+ contrats,Oui,Non,Non,Service client décevant
NPS-00294,CLI-40658,2025-07-13,6,Détracteur,Client depuis 1-3 ans,3 contrats,Oui,Oui,Oui,Trop de complications administratives
NPS-00295,CLI-37499,2025-07-01,10,Promoteur,Client depuis < 1 an,2 contrats,Oui,Non,Non,Conseiller toujours disponible et efficace
NPS-00296,CLI-96586,2025-07-27,9,Promoteur,Client depuis > 10 ans,2 contrats,Oui,Non,Oui,Conseiller toujours disponible et efficace
NPS-00297,CLI-61252,2025-05-11,9,Promoteur,Client depuis < 1 an,1 contrat,Oui,Non,Oui,Confiance totale
NPS-00298,CLI-42398,2025-07-02,10,Promoteur,Client depuis < 1 an,2 contrats,Oui,Oui,Non,Confiance totale
NPS-00299,CLI-39081,2025-06-24,4,Détracteur,Client depuis 5-10 ans,3 contrats,Non,Non,Oui,Remboursements insuffisants
NPS-00300,CLI-18002,2025-10-13,9,Promoteur,Client depuis 3-5 ans,3 contrats,Non,Non,Non,Service client irréprochable
NPS-00301,CLI-99716,2025-04-24,7,Passif,Client depuis > 10 ans,4+ contrats,Oui,Non,Oui,Satisfait sans plus
NPS-00302,CLI-51930,2025-08-24,9,Promoteur,Client depuis < 1 an,3 contrats,Non,Non,Non,Excellent rapport qualité/prix
NPS-00303,CLI-94850,2025-10-06,10,Promoteur,Client depuis 1-3 ans,2 contrats,Oui,Non,Non,Excellent rapport qualité/prix
NPS-00304,CLI-37977,2025-07-09,10,Promoteur,Client depuis 1-3 ans,2 contrats,Non,Oui,Non,Remboursements rapides et sans souci
NPS-00305,CLI-10026,2025-07-25,3,Détracteur,Client depuis 5-10 ans,4+ contrats,Non,Oui,Non,Tarifs trop élevés
NPS-00306,CLI-33572,2025-07-24,9,Promoteur,Client depuis 3-5 ans,1 contrat,Non,Non,Non,Service client irréprochable
NPS-00307,CLI-37420,2025-05-03,9,Promoteur,Client depuis < 1 an,1 contrat,Non,Oui,Non,Remboursements rapides et sans souci
NPS-00308,CLI-93924,2025-09-28,8,Passif,Client depuis 1-3 ans,1 contrat,Non,Oui,Non,Service correct mais améliorable
NPS-00309,CLI-26915,2025-06-10,8,Passif,Client depuis < 1 an,1 contrat,Non,Oui,Non,Pas de problème majeur
NPS-00310,CLI-81714,2025-05-18,3,Détracteur,Client depuis 5-10 ans,3 contrats,Non,Oui,Non,Remboursements insuffisants
NPS-00311,CLI-38008,2025-09-25,3,Détracteur,Client depuis < 1 an,2 contrats,Non,Oui,Oui,Trop de complications administratives
NPS-00312,CLI-36479,2025-06-27,1,Détracteur,Client depuis 3-5 ans,2 contrats,Oui,Non,Oui,Manque de transparence
NPS-00313,CLI-69007,2025-08-27,9,Promoteur,Client depuis > 10 ans,1 contrat,Oui,Non,Non,Conseiller toujours disponible et efficace
NPS-00314,CLI-31484,2025-06-25,10,Promoteur,Client depuis 1-3 ans,4+ contrats,Non,Non,Oui,Conseiller toujours disponible et efficace
NPS-00315,CLI-86235,2025-09-07,8,Passif,Client depuis 1-3 ans,1 contrat,Oui,Non,Non,Prix corrects mais pas les meilleurs
NPS-00316,CLI-93253,2025-07-11,9,Promoteur,Client depuis > 10 ans,4+ contrats,Oui,Non,Non,Service client irréprochable
NPS-00317,CLI-25325,2025-06-01,6,Détracteur,Client depuis < 1 an,4+ contrats,Non,Oui,Non,Tarifs trop élevés
NPS-00318,CLI-53458,2025-09-28,7,Passif,Client depuis < 1 an,4+ contrats,Non,Non,Non,Service correct mais améliorable
NPS-00319,CLI-91110,2025-07-28,6,Détracteur,Client depuis > 10 ans,2 contrats,Non,Oui,Oui,Manque de transparence
NPS-00320,CLI-54042,2025-06-13,1,Détracteur,Client depuis < 1 an,4+ contrats,Oui,Oui,Non,Remboursements insuffisants
NPS-00321,CLI-76037,2025-05-29,8,Passif,Client depuis 5-10 ans,3 contrats,Oui,Non,Non,Prix corrects mais pas les meilleurs
NPS-00322,CLI-63781,2025-07-08,9,Promoteur,Client depuis 5-10 ans,3 contrats,Non,Oui,Oui,Confiance totale
NPS-00323,CLI-71884,2025-05-04,3,Détracteur,Client depuis > 10 ans,4+ contrats,Oui,Oui,Non,Trop de complications administratives
NPS-00324,CLI-61383,2025-06-13,1,Détracteur,Client depuis 3-5 ans,2 contrats,Non,Non,Non,Trop de complications administratives
NPS-00325,CLI-88980,2025-05-01,10,Promoteur,Client depuis 5-10 ans,1 contrat,Oui,Non,Oui,Excellent rapport qualité/prix
NPS-00326,CLI-49051,2025-08-26,5,Détracteur,Client depuis < 1 an,3 contrats,Non,Oui,Oui,Tarifs trop élevés
NPS-00327,CLI-27568,2025-07-26,6,Détracteur,Client depuis 5-10 ans,1 contrat,Non,Non,Oui,Tarifs trop élevés
NPS-00328,CLI-60262,2025-08-23,4,Détracteur,Client depuis < 1 an,2 contrats,Oui,Oui,Non,Manque de transparence
NPS-00329,CLI-35171,2025-07-17,6,Détracteur,Client depuis 5-10 ans,4+ contrats,Oui,Oui,Non,Trop de complications administratives
NPS-00330,CLI-63477,2025-06-25,8,Passif,Client depuis 5-10 ans,1 contrat,Non,Non,Oui,Satisfait sans plus
NPS-00331,CLI-30667,2025-05-24,8,Passif,Client depuis 3-5 ans,3 contrats,Oui,Oui,Non,Pas de problème majeur
NPS-00332,CLI-33359,2025-04-25,6,Détracteur,Client depuis 1-3 ans,1 contrat,Oui,Oui,Oui,Service client décevant
