feedback_id,client_id,date_feedback,type_contrat,canal,note_globale,clarte_informations,facilite_processus,temps_traitement,qualite_accompagnement,rapport_qualite_prix,commentaire,recommanderait
SOUSCR-00166,CLI-33099,2025-05-02,Habitation - Résidence secondaire,Courtier,4,4,3,4,5,4,Conseiller très professionnel et à l'écoute,Oui
SOUSCR-00167,CLI-26437,2025-07-03,Habitation - Locataire,Téléphone,4,3,3,5,3,3,Réponse rapide à mes questions,Oui
SOUSCR-00168,CLI-38502,2025-09-21,Habitation - Propriétaire,En ligne,3,3,4,3,2,2,Manque d'informations claires sur les garanties,Peut-être
SOUSCR-00169,CLI-30405,2025-07-31,Vie - Décès,En ligne,4,5,4,5,4,5,Simplicité du parcours digital,Oui
SOUSCR-00170,CLI-88272,2025-10-09,Responsabilité civile,Courtier,5,5,5,4,5,5,Excellent accueil en agence,Oui
SOUSCR-00171,CLI-83733,2025-05-24,Vie - Décès,Téléphone,5,5,5,5,5,5,Prix compétitif,Oui
SOUSCR-00172,CLI-94384,2025-08-25,Vie - Décès,En ligne,4,5,4,5,3,3,Excellent accueil en agence,Oui
SOUSCR-00173,CLI-55529,2025-05-27,Santé - Individuelle,Agence,3,4,3,4,3,2,Formulaire en ligne compliqué,Peut-être
SOUSCR-00174,CLI-15179,2025-09-09,Protection juridique,Téléphone,4,4,3,5,4,3,Documentation claire et complète,Oui
SOUSCR-00175,CLI-41967,2025-06-14,Habitation - Résidence secondaire,Agence,3,2,2,4,4,3,Attente téléphonique trop longue,Peut-être
SOUSCR-00176,CLI-19578,2025-09-21,Auto - Au tiers,Courtier,5,5,4,4,5,5,Je recommande vivement,Oui
SOUSCR-00177,CLI-80846,2025-08-02,Protection juridique,Agence,5,4,4,5,4,5,Documentation claire et complète,Oui
SOUSCR-00178,CLI-23887,2025-06-28,Vie - Épargne,En ligne,4,4,3,3,3,4,Excellent accueil en agence,Oui
SOUSCR-00179,CLI-48635,2025-09-04,Santé - Famille,En ligne,4,4,3,5,3,3,Conseiller très professionnel et à l'écoute,Oui
SOUSCR-00180,CLI-81630,2025-08-05,Santé - Individuelle,Téléphone,3,3,4,4,2,2,Attente téléphonique trop longue,Peut-être
SOUSCR-00181,CLI-92893,2025-05-10,Protection juridique,Courtier,4,3,4,5,3,4,Réponse rapide à mes questions,Oui
SOUSCR-00182,CLI-59746,2025-05-09,Santé - Sénior,En ligne,5,4,5,5,4,5,Conseiller très professionnel et à l'écoute,Oui
SOUSCR-00183,CLI-35794,2025-04-27,Vie - Décès,Courtier,3,2,4,3,3,3,Difficultés techniques sur le site web,Peut-être
SOUSCR-00184,CLI-83895,2025-06-11,Vie - Décès,Agence,5,4,5,5,5,4,Excellent accueil en agence,Oui
SOUSCR-00185,CLI-65274,2025-08-08,Assurance emprunteur,Agence,2,1,2,1,1,2,Pas assez d'explications sur les exclusions,Non
SOUSCR-00186,CLI-93438,2025-05-21,Assurance emprunteur,Courtier,2,2,1,3,1,2,Manque d'informations claires sur les garanties,Non
SOUSCR-00187,CLI-25349,2025-08-14,Auto - Intermédiaire,Courtier,3,4,4,3,2,3,Délai de traitement du dossier trop long,Peut-être
SOUSCR-00188,CLI-45094,2025-10-02,Santé - Sénior,Courtier,3,4,2,3,2,2,Formulaire en ligne compliqué,Peut-être
SOUSCR-00189,CLI-65465,2025-05-24,Santé - Famille,Courtier,4,5,4,3,5,5,Processus très fluide et rapide,Oui
SOUSCR-00190,CLI-99861,2025-09-19,Auto - Au tiers,Application mobile,4,3,4,3,3,5,Simplicité du parcours digital,Oui
SOUSCR-00191,CLI-54170,2025-06-23,Santé - Individuelle,Application mobile,5,4,4,5,5,5,Souscription en ligne très intuitive,Oui
SOUSCR-00192,CLI-59793,2025-10-11,Responsabilité civile,Téléphone,3,2,3,2,3,4,Prix plus élevé que la concurrence,Peut-être
SOUSCR-00193,CLI-60332,2025-06-09,Santé - Sénior,Application mobile,5,5,5,5,5,5,Documentation claire et complète,Oui
SOUSCR-00194,CLI-19188,2025-09-02,Protection juridique,En ligne,5,4,5,5,5,4,Souscription en ligne très intuitive,Oui
SOUSCR-00195,CLI-36058,2025-08-07,Santé - Individuelle,Application mobile,4,4,4,3,5,5,Processus très fluide et rapide,Oui
SOUSCR-00196,CLI-19828,2025-09-24,Auto - Tous risques,Courtier,4,4,4,4,3,4,Prix compétitif,Oui
SOUSCR-00197,CLI-21758,2025-05-10,Protection juridique,Courtier,4,5,3,5,3,5,Conseiller très professionnel et à l'écoute,Oui
SOUSCR-00198,CLI-70929,2025-10-10,Auto - Tous risques,Agence,1,2,1,2,1,1,Conseiller peu disponible,Non
SOUSCR-00199,CLI-14832,2025-09-22,Habitation - Propriétaire,Téléphone,4,5,5,5,4,4,Processus très fluide et rapide,Oui
SOUSCR-00200,CLI-52759,2025-08-10,Assurance emprunteur,Téléphone,4,5,5,5,3,3,Je recommande vivement,Oui
SOUSCR-00201,CLI-73342,2025-10-03,Vie - Décès,Application mobile,4,4,3,3,4,4,Processus très fluide et rapide,Oui
SOUSCR-00202,CLI-42796,2025-07-07,Vie - Décès,Courtier,4,5,5,3,5,4,Excellent accueil en agence,Oui
SOUSCR-00203,CLI-29182,2025-10-01,Habitation - Propriétaire,Courtier,5,5,5,5,5,5,Excellent accueil en agence,Oui
SOUSCR-00204,CLI-70649,2025-09-13,Habitation - Locataire,Application mobile,1,2,1,2,1,1,Pas assez d'explications sur les exclusions,Non
SOUSCR-00205,CLI-87378,2025-08-13,Santé - Famille,Courtier,5,5,4,5,4,5,Simplicité du parcours digital,Oui
SOUSCR-00206,CLI-18898,2025-06-23,Habitation - Locataire,Téléphone,5,5,5,5,5,4,Conseiller très professionnel et à l'écoute,Oui
SOUSCR-00207,CLI-23929,2025-09-25,Auto - Au tiers,Courtier,5,5,4,5,5,5,Je recommande vivement,Oui
SOUSCR-00208,CLI-38688,2025-10-14,Santé - Sénior,En ligne,4,3,3,5,5,5,Documentation claire et complète,Oui
SOUSCR-00209,CLI-60378,2025-05-04,Responsabilité civile,Application mobile,5,5,4,5,5,4,Documentation claire et complète,Oui
SOUSCR-00210,CLI-83411,2025-05-24,Habitation - Locataire,Application mobile,4,5,5,5,3,5,Excellent accueil en agence,Oui
SOUSCR-00211,CLI-75901,2025-05-21,Habitation - Locataire,Agence,2,3,1,3,2,3,Pas assez d'explications sur les exclusions,Non
SOUSCR-00212,CLI-84845,2025-04-22,Habitation - Propriétaire,Agence,5,4,4,5,4,4,Simplicité du parcours digital,Oui
SOUSCR-00213,CLI-18676,2025-09-01,Protection juridique,Téléphone,2,1,1,2,2,3,Délai de traitement du dossier trop long,Non
SOUSCR-00214,CLI-17169,2025-10-13,Responsabilité civile,Application mobile,3,4,4,3,4,2,Difficultés techniques sur le site web,Peut-être
SOUSCR-00215,CLI-97571,2025-07-31,Vie - Décès,En ligne,2,1,1,1,1,2,Formulaire en ligne compliqué,Non
SOUSCR-00216,CLI-16490,2025-08-04,Vie - Épargne,Courtier,4,4,4,4,5,5,Processus très fluide et rapide,Oui
SOUSCR-00217,CLI-66229,2025-08-11,Auto - Au tiers,Téléphone,4,3,5,4,4,5,Processus très fluide et rapide,Oui
SOUSCR-00218,CLI-87047,2025-09-17,Assurance emprunteur,Téléphone,3,2,2,3,4,4,Formulaire en ligne compliqué,Peut-être
SOUSCR-00219,CLI-96872,2025-06-13,Responsabilité civile,Téléphone,4,3,3,4,4,5,Je recommande vivement,Oui
SOUSCR-00220,CLI-74973,2025-07-06,Protection juridique,Application mobile,3,2,3,2,4,2,Attente téléphonique trop longue,Peut-être
SOUSCR-00221,CLI-34251,2025-04-30,Santé - Individuelle,Agence,1,1,2,1,1,1,Attente téléphonique trop longue,Non
SOUSCR-00222,CLI-48259,2025-05-14,Habitation - Propriétaire,Application mobile,4,4,3,5,5,5,Simplicité du parcours digital,Oui
SOUSCR-00223,CLI-78607,2025-07-02,Vie - Épargne,Téléphone,3,2,2,3,3,3,Pièces justificatives demandées excessives,Peut-être
SOUSCR-00224,CLI-29343,2025-07-06,Assurance emprunteur,Application mobile,3,2,3,2,3,3,Formulaire en ligne compliqué,Peut-être
SOUSCR-00225,CLI-96191,2025-07-03,Santé - Individuelle,Application mobile,4,3,3,4,3,3,Prix compétitif,Oui
SOUSCR-00226,CLI-61245,2025-05-18,Santé - Famille,Application mobile,5,5,5,5,5,5,Prix compétitif,Oui
SOUSCR-00227,CLI-94643,2025-07-17,Assurance emprunteur,Application mobile,4,5,4,4,5,5,Documentation claire et complète,Oui
SOUSCR-00228,CLI-10567,2025-05-07,Vie - Décès,En ligne,5,5,5,5,5,4,Conseiller très professionnel et à l'écoute,Oui
SOUSCR-00229,CLI-39264,2025-05-29,Vie - Décès,Courtier,3,2,4,4,4,3,Difficultés techniques sur le site web,Peut-être
SOUSCR-00230,CLI-73667,2025-05-07,Protection juridique,Agence,1,1,1,2,1,2,Formulaire en ligne compliqué,Non
SOUSCR-00231,CLI-30838,2025-05-18,Vie - Décès,Téléphone,5,4,5,4,5,5,Réponse rapide à mes questions,Oui
SOUSCR-00232,CLI-39682,2025-07-29,Responsabilité civile,Agence,5,5,4,4,5,5,Souscription en ligne très intuitive,Oui
SOUSCR-00233,CLI-22793,2025-07-29,Santé - Sénior,Courtier,2,2,2,1,2,1,Processus trop long et complexe,Non
SOUSCR-00234,CLI-10477,2025-04-28,Habitation - Locataire,Application mobile,2,1,1,2,3,2,Processus trop long et complexe,Non
SOUSCR-00235,CLI-80210,2025-05-03,Auto - Tous risques,Téléphone,3,3,3,3,2,2,Pas assez d'explications sur les exclusions,Peut-être
SOUSCR-00236,CLI-69820,2025-08-07,Responsabilité civile,Application mobile,4,5,3,4,3,5,Réponse rapide à mes questions,Oui
SOUSCR-00237,CLI-40248,2025-09-14,Assurance emprunteur,Application mobile,3,4,3,2,3,4,Manque d'informations claires sur les garanties,Peut-être
SOUSCR-00238,CLI-82099,2025-10-01,Habitation - Propriétaire,Application mobile,1,2,2,1,1,1,Délai de traitement du dossier trop long,Non
SOUSCR-00239,CLI-82023,2025-08-02,Habitation - Propriétaire,En ligne,5,5,5,5,4,5,Souscription en ligne très intuitive,Oui
SOUSCR-00240,CLI-61811,2025-05-18,Habitation - Résidence secondaire,Agence,3,3,3,4,2,3,Attente téléphonique trop longue,Peut-être
SOUSCR-00241,CLI-78440,2025-08-21,Responsabilité civile,Courtier,5,5,4,5,5,5,Souscription en ligne très intuitive,Oui
SOUSCR-00242,CLI-91600,2025-09-28,Auto - Au tiers,En ligne,5,4,5,5,5,5,Conseiller très professionnel et à l'écoute,Oui
SOUSCR-00243,CLI-44119,2025-10-07,Santé - Sénior,En ligne,5,5,5,5,5,5,Prix compétitif,Oui
SOUSCR-00244,CLI-11475,2025-08-13,Santé - Individuelle,Application mobile,2,2,1,3,1,2,Processus trop long et complexe,Non
SOUSCR-00245,CLI-44089,2025-07-17,Protection juridique,Courtier,4,5,4,3,3,4,Réponse rapide à mes questions,Oui
SOUSCR-00246,CLI-89895,2025-09-01,Vie - Décès,Courtier,4,5,3,5,4,5,Simplicité du parcours digital,Oui
SOUSCR-00247,CLI-67322,2025-06-25,Santé - Famille,Courtier,5,5,5,5,5,5,Souscription en ligne très intuitive,Oui
SOUSCR-00248,CLI-96707,2025-09-27,Santé - Famille,En ligne,4,3,3,3,4,4,Prix compétitif,Oui
SOUSCR-00249,CLI-16378,2025-06-22,Santé - Famille,Agence,5,4,4,5,4,4,Souscription en ligne très intuitive,Oui
SOUSCR-00250,CLI-64761,2025-09-02,Santé - Individuelle,Application mobile,3,2,3,4,2,4,Processus trop long et complexe,Peut-être
SOUSCR-00251,CLI-79522,2025-08-21,Auto - Au tiers,Agence,5,4,5,5,4,5,Conseiller patient et pédagogue,Oui
SOUSCR-00252,CLI-46437,2025-04-23,Responsabilité civile,Courtier,5,4,5,5,5,5,Conseiller patient et pédagogue,Oui
SOUSCR-00253,CLI-28375,2025-05-18,Habitation - Résidence secondaire,En ligne,1,1,2,2,1,1,Manque d'informations claires sur les garanties,Non
SOUSCR-00254,CLI-34706,2025-09-13,Auto - Au tiers,Application mobile,4,4,3,5,4,4,Souscription en ligne très intuitive,Oui
SOUSCR-00255,CLI-40090,2025-10-03,Habitation - Locataire,Agence,5,5,5,5,5,4,Simplicité du parcours digital,Oui
SOUSCR-00256,CLI-50673,2025-06-11,Vie - Épargne,Application mobile,4,3,4,5,5,3,Documentation claire et complète,Oui
SOUSCR-00257,CLI-63938,2025-09-23,Santé - Famille,Application mobile,5,4,4,5,5,5,Prix compétitif,Oui
SOUSCR-00258,CLI-93177,2025-10-14,Auto - Tous risques,Application mobile,2,1,1,1,1,1,Manque d'informations claires sur les garanties,Non
SOUSCR-00259,CLI-35113,2025-04-29,Habitation - Propriétaire,Agence,4,5,3,5,5,4,Simplicité du parcours digital,Oui
SOUSCR-00260,CLI-89478,2025-08-26,Santé - Famille,En ligne,2,2,1,2,2,3,Pièces justificatives demandées excessives,Non
SOUSCR-00261,CLI-37830,2025-07-06,Assurance emprunteur,En ligne,4,5,5,5,4,5,Réponse rapide à mes questions,Oui
SOUSCR-00262,CLI-50335,2025-07-24,Habitation - Locataire,Agence,4,4,3,3,3,4,Simplicité du parcours digital,Oui
SOUSCR-00263,CLI-23141,2025-06-10,Santé - Sénior,En ligne,5,5,4,5,4,5,Réponse rapide à mes questions,Oui
SOUSCR-00264,CLI-37126,2025-09-29,Protection juridique,Agence,4,3,4,5,4,5,Processus très fluide et rapide,Oui
SOUSCR-00265,CLI-16651,2025-06-14,Auto - Au tiers,Agence,4,5,5,3,4,3,Prix compétitif,Oui
SOUSCR-00266,CLI-59017,2025-04-30,Habitation - Résidence secondaire,Application mobile,5,5,5,5,5,4,Prix compétitif,Oui
SOUSCR-00267,CLI-70570,2025-06-03,Responsabilité civile,En ligne,5,5,5,4,4,5,Processus très fluide et rapide,Oui
SOUSCR-00268,CLI-87731,2025-09-22,Santé - Famille,Agence,4,4,3,3,4,4,Conseiller patient et pédagogue,Oui
SOUSCR-00269,CLI-26798,2025-08-13,Auto - Tous risques,Téléphone,4,5,3,4,3,4,Documentation claire et complète,Oui
SOUSCR-00270,CLI-75108,2025-07-19,Auto - Au tiers,En ligne,5,4,5,5,5,5,Je recommande vivement,Oui
SOUSCR-00271,CLI-48581,2025-06-14,Auto - Intermédiaire,En ligne,1,2,2,1,1,1,Délai de traitement du dossier trop long,Non
SOUSCR-00272,CLI-96628,2025-08-31,Vie - Épargne,Téléphone,4,4,3,3,3,4,Processus très fluide et rapide,Oui
SOUSCR-00273,CLI-11519,2025-07-07,Protection juridique,Téléphone,4,3,4,3,4,5,Prix compétitif,Oui
SOUSCR-00274,CLI-44423,2025-09-19,Assurance emprunteur,Courtier,3,2,4,2,4,4,Pièces justificatives demandées excessives,Peut-être
SOUSCR-00275,CLI-64391,2025-06-03,Santé - Individuelle,Agence,4,4,4,5,5,5,Réponse rapide à mes questions,Oui
SOUSCR-00276,CLI-62049,2025-04-25,Protection juridique,Téléphone,5,5,4,4,4,5,Conseiller très professionnel et à l'écoute,Oui
SOUSCR-00277,CLI-76327,2025-09-15,Auto - Au tiers,Agence,3,4,2,4,3,2,Conseiller peu disponible,Peut-être
SOUSCR-00278,CLI-90427,2025-09-09,Santé - Individuelle,Application mobile,5,5,4,5,4,5,Souscription en ligne très intuitive,Oui
SOUSCR-00279,CLI-63049,2025-07-07,Protection juridique,Application mobile,4,4,5,4,4,5,Conseiller patient et pédagogue,Oui
SOUSCR-00280,CLI-11898,2025-05-15,Auto - Tous risques,Téléphone,5,5,5,5,4,4,Réponse rapide à mes questions,Oui
SOUSCR-00281,CLI-99169,2025-04-27,Protection juridique,En ligne,5,5,5,4,5,5,Excellent accueil en agence,Oui
SOUSCR-00282,CLI-51306,2025-08-12,Auto - Au tiers,En ligne,4,3,5,4,4,4,Excellent accueil en agence,Oui
SOUSCR-00283,CLI-92722,2025-06-25,Santé - Sénior,En ligne,1,2,1,1,2,1,Prix plus élevé que la concurrence,Non
SOUSCR-00284,CLI-34780,2025-05-10,Auto - Tous risques,Agence,5,4,5,5,5,4,Simplicité du parcours digital,Oui
SOUSCR-00285,CLI-98137,2025-04-28,Auto - Tous risques,Courtier,5,5,4,4,5,5,Excellent accueil en agence,Oui
SOUSCR-00286,CLI-99923,2025-10-06,Habitation - Propriétaire,En ligne,1,2,1,1,2,1,Pièces justificatives demandées excessives,Non
SOUSCR-00287,CLI-63625,2025-06-30,Vie - Épargne,Téléphone,2,3,2,2,3,1,Délai de traitement du dossier trop long,Non
SOUSCR-00288,CLI-29253,2025-06-23,Auto - Intermédiaire,Téléphone,2,3,1,3,1,3,Processus trop long et complexe,Non
SOUSCR-00289,CLI-96475,2025-10-04,Santé - Individuelle,Téléphone,4,5,5,3,3,4,Prix compétitif,Oui
SOUSCR-00290,CLI-20121,2025-07-05,Auto - Tous risques,En ligne,3,4,3,2,4,2,Processus trop long et complexe,Peut-être
SOUSCR-00291,CLI-81727,2025-06-11,Santé - Sénior,En ligne,3,2,3,2,4,2,Manque d'informations claires sur les garanties,Peut-être
SOUSCR-00292,CLI-85112,2025-04-29,Auto - Tous risques,Courtier,3,2,2,4,2,4,Conseiller peu disponible,Peut-être
SOUSCR-00293,CLI-64892,2025-06-25,Santé - Sénior,Agence,4,3,3,4,5,5,Je recommande vivement,Oui
SOUSCR-00294,CLI-92171,2025-07-11,Vie - Décès,Courtier,3,3,4,4,3,4,Pièces justificatives demandées excessives,Peut-être
SOUSCR-00295,CLI-60676,2025-08-16,Auto - Intermédiaire,Courtier,1,2,1,1,2,1,Prix plus élevé que la concurrence,Non
SOUSCR-00296,CLI-23519,2025-10-06,Assurance emprunteur,Application mobile,4,4,3,4,3,5,Simplicité du parcours digital,Oui
SOUSCR-00297,CLI-50721,2025-09-20,Protection juridique,Courtier,5,5,4,5,4,4,Conseiller patient et pédagogue,Oui
SOUSCR-00298,CLI-51080,2025-05-07,Protection juridique,Agence,4,4,3,4,4,4,Conseiller patient et pédagogue,Oui
SOUSCR-00299,CLI-29185,2025-09-19,Vie - Décès,En ligne,2,2,2,1,2,1,Pas assez d'explications sur les exclusions,Non
SOUSCR-00300,CLI-46260,2025-05-29,Habitation - Propriétaire,Application mobile,3,4,3,3,2,3,Difficultés techniques sur le site web,Peut-être
SOUSCR-00301,CLI-71101,2025-06-16,Vie - Décès,Application mobile,5,4,4,5,5,5,Processus très fluide et rapide,Oui
SOUSCR-00302,CLI-66817,2025-08-02,Vie - Décès,Agence,4,3,4,5,3,3,Simplicité du parcours digital,Oui
SOUSCR-00303,CLI-58178,2025-08-14,Santé - Individuelle,Application mobile,5,5,5,5,5,5,Excellent accueil en agence,Oui
SOUSCR-00304,CLI-31396,2025-05-10,Responsabilité civile,Téléphone,5,5,5,5,4,5,Conseiller patient et pédagogue,Oui
SOUSCR-00305,CLI-32196,2025-06-30,Santé - Sénior,Application mobile,4,5,3,3,3,5,Conseiller très professionnel et à l'écoute,Oui
SOUSCR-00306,CLI-95219,2025-05-24,Auto - Tous risques,Agence,5,5,4,5,5,5,Simplicité du parcours digital,Oui
SOUSCR-00307,CLI-84529,2025-05-09,Protection juridique,En ligne,5,5,5,5,5,4,Je recommande vivement,Oui
SOUSCR-00308,CLI-11165,2025-07-15,Vie - Épargne,En ligne,2,3,1,2,3,1,Difficultés techniques sur le site web,Non
SOUSCR-00309,CLI-68214,2025-10-07,Habitation - Propriétaire,Courtier,5,5,5,4,4,5,Souscription en ligne très intuitive,Oui
SOUSCR-00310,CLI-56816,2025-06-20,Responsabilité civile,Application mobile,4,4,3,5,3,3,Prix compétitif,Oui
SOUSCR-00311,CLI-48667,2025-05-01,Auto - Intermédiaire,Application mobile,4,5,4,5,3,5,Réponse rapide à mes questions,Oui
SOUSCR-00312,CLI-40759,2025-07-12,Santé - Individuelle,Agence,5,4,5,5,5,5,Souscription en ligne très intuitive,Oui
SOUSCR-00313,CLI-32572,2025-07-02,Vie - Décès,Courtier,5,5,4,4,5,4,Prix compétitif,Oui
SOUSCR-00314,CLI-26288,2025-05-22,Vie - Épargne,Courtier,4,5,5,3,5,4,Conseiller patient et pédagogue,Oui
SOUSCR-00315,CLI-67272,2025-09-24,Habitation - Locataire,Courtier,4,3,5,4,4,3,Souscription en ligne très intuitive,Oui
SOUSCR-00316,CLI-71410,2025-07-31,Santé - Individuelle,Agence,4,4,4,3,3,4,Processus très fluide et rapide,Oui
SOUSCR-00317,CLI-58360,2025-08-04,Responsabilité civile,Courtier,5,5,5,5,5,5,Je recommande vivement,Oui
SOUSCR-00318,CLI-15100,2025-06-15,Assurance emprunteur,Agence,5,4,4,5,4,4,Je recommande vivement,Oui
SOUSCR-00319,CLI-24985,2025-06-16,Habitation - Propriétaire,Application mobile,4,3,3,4,3,5,Excellent accueil en agence,Oui
SOUSCR-00320,CLI-12452,2025-05-25,Vie - Décès,Agence,5,5,4,4,5,4,Souscription en ligne très intuitive,Oui
SOUSCR-00321,CLI-36076,2025-06-09,Santé - Famille,En ligne,4,5,4,5,5,5,Souscription en ligne très intuitive,Oui
SOUSCR-00322,CLI-25914,2025-10-13,Santé - Individuelle,En ligne,4,3,4,3,3,4,Processus très fluide et rapide,Oui
SOUSCR-00323,CLI-51700,2025-09-06,Auto - Intermédiaire,Application mobile,5,5,4,4,5,5,Réponse rapide à mes questions,Oui
SOUSCR-00324,CLI-66236,2025-05-01,Vie - Décès,Agence,1,1,1,1,1,1,Difficultés techniques sur le site web,Non
SOUSCR-00325,CLI-18356,2025-05-11,Santé - Sénior,En ligne,5,5,5,5,5,5,Souscription en ligne très intuitive,Oui
SOUSCR-00326,CLI-33389,2025-05-09,Auto - Intermédiaire,En ligne,5,5,4,5,4,5,Conseiller très professionnel et à l'écoute,Oui
SOUSCR-00327,CLI-47648,2025-10-13,Vie - Décès,Courtier,4,3,3,5,5,3,Je recommande vivement,Oui
SOUSCR-00328,CLI-72851,2025-05-19,Protection juridique,Courtier,1,1,1,1,1,1,Manque d'informations claires sur les garanties,Non
SOUSCR-00329,CLI-91091,2025-06-16,Habitation - Locataire,En ligne,5,5,4,4,5,5,Processus très fluide et rapide,Oui
SOUSCR-00330,CLI-23461,2025-07-28,Auto - Au tiers,Téléphone,5,5,4,5,5,5,Simplicité du parcours digital,Oui
SOUSCR-00331,CLI-34783,2025-09-02,Santé - Famille,Agence,4,5,4,4,4,5,Processus très fluide et rapide,Oui
SOUSCR-00332,CLI-32436,2025-08-06,Habitation - Résidence secondaire,Téléphone,4,3,4,5,3,4,Simplicité du parcours digital,Oui
