ticket_id,resume,description,creation_date,departement
JIRA-0210,Problème de partage d'écran sur Teams,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-05-29 11:22:18,Marketing
JIRA-0249,Demande de changement de mot de passe messagerie,Suspicion de compromission du compte email. Demande de réinitialisation immédiate.,2025-05-29 11:22:18,Service Client
JIRA-0268,Demande d'augmentation de droits sur application,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-05-29 11:22:18,Direction
JIRA-0348,Souris sans fil qui ne répond plus,La souris Bluetooth se déconnecte régulièrement. Nécessite un redémarrage du PC.,2025-05-29 11:22:18,Comptabilité
JIRA-0386,Problème de connexion à l'intranet,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-05-29 11:22:18,Sinistres
JIRA-0003,Problème de partage d'écran sur Teams,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-05-30 11:22:18,Comptabilité
JIRA-0064,Mot de passe expiré - demande de réinitialisation,Mon mot de passe Active Directory a expiré et je n'arrive pas à le réinitialiser via le portail self-service.,2025-05-30 11:22:18,Direction
JIRA-0160,Application de tarification qui ne se lance pas,Message d'erreur 'DLL manquante' au lancement de l'outil de calcul des primes.,2025-05-30 11:22:18,IT
JIRA-0190,Clavier défectueux - touches qui ne répondent pas,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-05-30 11:22:18,Direction
JIRA-0379,Accès refusé au dossier partagé Comptabilité,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-05-30 11:22:18,Souscription
JIRA-0404,Erreur lors de l'ouverture de fichiers PDF,Adobe Reader affiche 'Le fichier est endommagé' pour tous les PDFs reçus aujourd'hui.,2025-05-30 11:22:18,Comptabilité
JIRA-0081,Problème de webcam pour les visioconférences,Ma webcam n'est pas détectée par Teams. Impossible de participer aux réunions vidéo.,2025-05-31 11:22:18,Marketing
JIRA-0312,Problème de messagerie instantanée,Teams indique 'Hors ligne' en permanence alors que j'ai une connexion internet.,2025-05-31 11:22:18,IT
JIRA-0035,Problème d'accès au lecteur réseau partagé,Le lecteur Z: (serveur FILESERVER01) n'est plus accessible. Message 'Chemin réseau introuvable'.,2025-06-01 11:22:18,Marketing
JIRA-0207,Problème d'affichage de caractères spéciaux,Les accents et caractères spéciaux s'affichent mal dans certaines applications.,2025-06-02 11:22:18,Marketing
JIRA-0285,Application de tarification qui ne se lance pas,Message d'erreur 'DLL manquante' au lancement de l'outil de calcul des primes.,2025-06-02 11:22:18,Service Client
JIRA-0337,Problème de son lors des visioconférences,Les participants n'entendent pas ma voix lors des appels Teams. Le micro semble ne pas fonctionner.,2025-06-02 11:22:18,IT
JIRA-0378,Lenteur importante sur l'application métier,L'application de souscription est extrêmement lente depuis 2 jours. Les temps de chargement dépassent 30 secondes.,2025-06-02 11:22:18,Sinistres
JIRA-0444,Accès refusé au dossier partagé Comptabilité,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-06-02 11:22:18,Actuariat
JIRA-0148,Scanner qui ne fonctionne plus,Le scanner du service courrier ne numérise plus les documents. Voyant rouge allumé.,2025-06-03 11:22:18,Comptabilité
JIRA-0195,Impossible d'imprimer en recto-verso,L'option recto-verso n'apparaît plus dans les paramètres d'impression.,2025-06-03 11:22:18,Sinistres
JIRA-0328,Problème de synchronisation OneDrive,OneDrive indique 'Synchronisation en attente' depuis 48h. Les fichiers ne se synchronisent plus.,2025-06-03 11:22:18,Direction
JIRA-0471,Problème de certification électronique,Ma signature électronique a expiré. Besoin de renouveler le certificat.,2025-06-03 11:22:18,Sinistres
JIRA-0440,Erreur lors de l'ouverture de fichiers PDF,Adobe Reader affiche 'Le fichier est endommagé' pour tous les PDFs reçus aujourd'hui.,2025-06-04 11:22:18,Marketing
JIRA-0024,Lenteur importante sur l'application métier,L'application de souscription est extrêmement lente depuis 2 jours. Les temps de chargement dépassent 30 secondes.,2025-06-05 11:22:18,Recouvrement
JIRA-0042,Logiciel de gestion commerciale qui freeze,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-06-05 11:22:18,Comptabilité
JIRA-0128,Problème de messagerie instantanée,Teams indique 'Hors ligne' en permanence alors que j'ai une connexion internet.,2025-06-05 11:22:18,Sinistres
JIRA-0167,Logiciel de gestion commerciale qui freeze,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-06-05 11:22:18,Recouvrement
JIRA-0435,Demande de création de compte utilisateur,Nouveau collaborateur arrivé ce matin. Besoin de créer son compte AD et ses accès aux applications métier.,2025-06-05 11:22:18,IT
JIRA-0442,Ordinateur portable très lent au démarrage,Mon PC met plus de 10 minutes à démarrer complètement. Performances dégradées.,2025-06-05 11:22:18,Souscription
JIRA-0498,Erreur lors de la sauvegarde sur serveur,Impossible de sauvegarder mes documents sur le serveur. Message 'Espace disque insuffisant'.,2025-06-05 11:22:18,Marketing
JIRA-0293,Lenteur importante sur l'application métier,L'application de souscription est extrêmement lente depuis 2 jours. Les temps de chargement dépassent 30 secondes.,2025-06-06 11:22:18,Comptabilité
JIRA-0071,Demande de licence Office supplémentaire,Besoin d'une licence Microsoft Office pour le nouveau stagiaire du service comptabilité.,2025-06-08 11:22:18,Souscription
JIRA-0079,Problème de partage d'écran sur Teams,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-06-08 11:22:18,Ressources Humaines
JIRA-0180,Problème d'envoi d'emails avec pièces jointes,Impossible d'envoyer des emails avec des pièces jointes supérieures à 5 Mo. Message d'erreur systématique.,2025-06-08 11:22:18,Recouvrement
JIRA-0296,Demande de création de compte utilisateur,Nouveau collaborateur arrivé ce matin. Besoin de créer son compte AD et ses accès aux applications métier.,2025-06-08 11:22:18,Commercial
JIRA-0475,Mot de passe expiré - demande de réinitialisation,Mon mot de passe Active Directory a expiré et je n'arrive pas à le réinitialiser via le portail self-service.,2025-06-08 11:22:18,Direction
JIRA-0044,Problème de connexion à l'intranet,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-06-09 11:22:18,IT
JIRA-0394,Téléphone fixe sans tonalité,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-06-09 11:22:18,Souscription
JIRA-0424,Demande de changement de mot de passe messagerie,Suspicion de compromission du compte email. Demande de réinitialisation immédiate.,2025-06-09 11:22:18,Sinistres
JIRA-0054,Problème de certification électronique,Ma signature électronique a expiré. Besoin de renouveler le certificat.,2025-06-10 11:22:18,IT
JIRA-0172,Imprimante du 3ème étage hors service,L'imprimante Canon du service sinistres affiche un message d'erreur et ne répond plus.,2025-06-10 11:22:18,Sinistres
JIRA-0203,Problème de connexion au réseau WiFi,Impossible de se connecter au WiFi d'entreprise. Le réseau est visible mais l'authentification échoue.,2025-06-11 11:22:18,Service Client
JIRA-0322,Problème de partage d'écran sur Teams,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-06-11 11:22:18,Direction
JIRA-0149,Erreur lors de l'ouverture de fichiers PDF,Adobe Reader affiche 'Le fichier est endommagé' pour tous les PDFs reçus aujourd'hui.,2025-06-13 11:22:18,Commercial
JIRA-0436,Impossibilité de se connecter au VPN,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-06-13 11:22:18,Recouvrement
JIRA-0219,Demande de licence Office supplémentaire,Besoin d'une licence Microsoft Office pour le nouveau stagiaire du service comptabilité.,2025-06-14 11:22:18,Juridique
JIRA-0257,Impossibilité de se connecter au VPN,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-06-14 11:22:18,Marketing
JIRA-0018,Problème d'envoi d'emails avec pièces jointes,Impossible d'envoyer des emails avec des pièces jointes supérieures à 5 Mo. Message d'erreur systématique.,2025-06-16 11:22:18,Comptabilité
JIRA-0028,Écran qui scintille - problème matériel,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-06-16 11:22:18,Juridique
JIRA-0045,Problème de connexion au réseau WiFi,Impossible de se connecter au WiFi d'entreprise. Le réseau est visible mais l'authentification échoue.,2025-06-17 11:22:18,Marketing
JIRA-0053,Demande de transfert de poste téléphonique,Changement de bureau. Besoin de transférer mon numéro de poste vers le bureau 3.12.,2025-06-17 11:22:18,Ressources Humaines
JIRA-0143,Application de tarification qui ne se lance pas,Message d'erreur 'DLL manquante' au lancement de l'outil de calcul des primes.,2025-06-17 11:22:18,Direction
JIRA-0097,Problème de partage d'écran sur Teams,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-06-18 11:22:18,Direction
JIRA-0199,Problème de webcam pour les visioconférences,Ma webcam n'est pas détectée par Teams. Impossible de participer aux réunions vidéo.,2025-06-18 11:22:18,Actuariat
JIRA-0238,Impossibilité de se connecter au VPN,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-06-18 11:22:18,Commercial
JIRA-0277,Demande de transfert de poste téléphonique,Changement de bureau. Besoin de transférer mon numéro de poste vers le bureau 3.12.,2025-06-18 11:22:18,Comptabilité
JIRA-0450,Demande de suppression de compte utilisateur,Collaborateur parti. Besoin de désactiver son compte et transférer ses données.,2025-06-18 11:22:18,Ressources Humaines
JIRA-0224,Problème de partage d'écran sur Teams,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-06-19 11:22:18,Marketing
JIRA-0260,Problème de connexion à l'intranet,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-06-19 11:22:18,Commercial
JIRA-0315,Téléphone fixe sans tonalité,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-06-19 11:22:18,IT
JIRA-0347,Logiciel de gestion commerciale qui freeze,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-06-19 11:22:18,Souscription
JIRA-0484,Logiciel de gestion commerciale qui freeze,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-06-19 11:22:18,Souscription
JIRA-0039,Problème de certification électronique,Ma signature électronique a expiré. Besoin de renouveler le certificat.,2025-06-20 11:22:18,Sinistres
JIRA-0202,Problème de réception d'emails sur téléphone,Impossible de recevoir mes emails professionnels sur mon iPhone. La synchronisation ne fonctionne plus depuis ce matin.,2025-06-20 11:22:18,IT
JIRA-0306,Mot de passe expiré - demande de réinitialisation,Mon mot de passe Active Directory a expiré et je n'arrive pas à le réinitialiser via le portail self-service.,2025-06-20 11:22:18,IT
JIRA-0275,Demande d'augmentation de droits sur application,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-06-23 11:22:18,Commercial
JIRA-0176,Problème de webcam pour les visioconférences,Ma webcam n'est pas détectée par Teams. Impossible de participer aux réunions vidéo.,2025-06-24 11:22:18,Souscription
JIRA-0232,Problème de webcam pour les visioconférences,Ma webcam n'est pas détectée par Teams. Impossible de participer aux réunions vidéo.,2025-06-24 11:22:18,Service Client
JIRA-0017,Application mobile professionnelle qui crash,L'application mobile de gestion des sinistres se ferme automatiquement au démarrage.,2025-06-25 11:22:18,Sinistres
JIRA-0189,Ordinateur portable très lent au démarrage,Mon PC met plus de 10 minutes à démarrer complètement. Performances dégradées.,2025-06-25 11:22:18,Souscription
JIRA-0102,Demande de suppression de compte utilisateur,Collaborateur parti. Besoin de désactiver son compte et transférer ses données.,2025-06-26 11:22:18,Direction
JIRA-0318,Demande de suppression de compte utilisateur,Collaborateur parti. Besoin de désactiver son compte et transférer ses données.,2025-06-26 11:22:18,Marketing
JIRA-0372,Demande d'augmentation de droits sur application,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-06-26 11:22:18,IT
JIRA-0431,Accès refusé au dossier partagé Comptabilité,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-06-26 11:22:18,Sinistres
JIRA-0259,Ordinateur portable très lent au démarrage,Mon PC met plus de 10 minutes à démarrer complètement. Performances dégradées.,2025-06-27 11:22:18,Comptabilité
JIRA-0443,Problème de réception d'emails sur téléphone,Impossible de recevoir mes emails professionnels sur mon iPhone. La synchronisation ne fonctionne plus depuis ce matin.,2025-06-27 11:22:18,Juridique
JIRA-0013,Accès bloqué à l'application de gestion des sinistres,Message d'erreur 'Accès refusé' lors de la tentative de connexion à SINISTRA. Besoin d'un accès urgent.,2025-06-28 11:22:18,Marketing
JIRA-0132,Accès bloqué à l'application de gestion des sinistres,Message d'erreur 'Accès refusé' lors de la tentative de connexion à SINISTRA. Besoin d'un accès urgent.,2025-06-28 11:22:18,Direction
JIRA-0158,Scanner qui ne fonctionne plus,Le scanner du service courrier ne numérise plus les documents. Voyant rouge allumé.,2025-06-28 11:22:18,Actuariat
JIRA-0303,Erreur lors de la sauvegarde sur serveur,Impossible de sauvegarder mes documents sur le serveur. Message 'Espace disque insuffisant'.,2025-06-28 11:22:18,Recouvrement
JIRA-0358,Impossible d'imprimer en recto-verso,L'option recto-verso n'apparaît plus dans les paramètres d'impression.,2025-06-28 11:22:18,Commercial
JIRA-0381,Demande de licence Office supplémentaire,Besoin d'une licence Microsoft Office pour le nouveau stagiaire du service comptabilité.,2025-06-28 11:22:18,Direction
JIRA-0395,Logiciel Excel qui plante régulièrement,Excel se ferme automatiquement toutes les heures avec un message d'erreur. Perte de données non sauvegardées.,2025-06-28 11:22:18,Commercial
JIRA-0208,Téléphone fixe sans tonalité,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-06-29 11:22:18,Service Client
JIRA-0287,Problème de partage d'écran sur Teams,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-06-29 11:22:18,Sinistres
JIRA-0468,Problème de partage d'écran sur Teams,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-06-29 11:22:18,IT
JIRA-0197,Scanner qui ne fonctionne plus,Le scanner du service courrier ne numérise plus les documents. Voyant rouge allumé.,2025-06-30 11:22:18,Service Client
JIRA-0375,Demande d'augmentation de droits sur application,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-06-30 11:22:18,IT
JIRA-0201,Ordinateur portable très lent au démarrage,Mon PC met plus de 10 minutes à démarrer complètement. Performances dégradées.,2025-07-01 11:22:18,IT
JIRA-0355,Erreur lors de l'ouverture de fichiers PDF,Adobe Reader affiche 'Le fichier est endommagé' pour tous les PDFs reçus aujourd'hui.,2025-07-01 11:22:18,IT
JIRA-0156,Problème d'accès au lecteur réseau partagé,Le lecteur Z: (serveur FILESERVER01) n'est plus accessible. Message 'Chemin réseau introuvable'.,2025-07-02 11:22:18,Commercial
JIRA-0141,Problème de réception d'emails sur téléphone,Impossible de recevoir mes emails professionnels sur mon iPhone. La synchronisation ne fonctionne plus depuis ce matin.,2025-07-03 11:22:18,IT
JIRA-0248,Souris sans fil qui ne répond plus,La souris Bluetooth se déconnecte régulièrement. Nécessite un redémarrage du PC.,2025-07-03 11:22:18,Actuariat
JIRA-0269,Problème de partage d'écran sur Teams,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-07-03 11:22:18,Marketing
JIRA-0402,Mot de passe expiré - demande de réinitialisation,Mon mot de passe Active Directory a expiré et je n'arrive pas à le réinitialiser via le portail self-service.,2025-07-03 11:22:18,Service Client
JIRA-0002,Lenteur importante sur l'application métier,L'application de souscription est extrêmement lente depuis 2 jours. Les temps de chargement dépassent 30 secondes.,2025-07-04 11:22:18,IT
JIRA-0066,Problème de partage d'écran sur Teams,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-07-04 11:22:18,Service Client
JIRA-0126,Problème de son lors des visioconférences,Les participants n'entendent pas ma voix lors des appels Teams. Le micro semble ne pas fonctionner.,2025-07-04 11:22:18,IT
JIRA-0388,Demande de transfert de poste téléphonique,Changement de bureau. Besoin de transférer mon numéro de poste vers le bureau 3.12.,2025-07-04 11:22:18,IT
JIRA-0464,Erreur lors de la sauvegarde sur serveur,Impossible de sauvegarder mes documents sur le serveur. Message 'Espace disque insuffisant'.,2025-07-04 11:22:18,Direction
JIRA-0182,Problème d'accès au lecteur réseau partagé,Le lecteur Z: (serveur FILESERVER01) n'est plus accessible. Message 'Chemin réseau introuvable'.,2025-07-05 11:22:18,Comptabilité
JIRA-0221,Problème de webcam pour les visioconférences,Ma webcam n'est pas détectée par Teams. Impossible de participer aux réunions vidéo.,2025-07-05 11:22:18,Service Client
JIRA-0380,Scanner qui ne fonctionne plus,Le scanner du service courrier ne numérise plus les documents. Voyant rouge allumé.,2025-07-05 11:22:18,Comptabilité
JIRA-0399,Logiciel de gestion commerciale qui freeze,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-07-05 11:22:18,Actuariat
JIRA-0107,Demande de changement de mot de passe messagerie,Suspicion de compromission du compte email. Demande de réinitialisation immédiate.,2025-07-07 11:22:18,Commercial
JIRA-0174,Clavier défectueux - touches qui ne répondent pas,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-07-07 11:22:18,Sinistres
JIRA-0200,Disque dur externe non reconnu,Le disque dur USB de sauvegarde n'est plus détecté par Windows.,2025-07-07 11:22:18,Direction
JIRA-0494,Lenteur importante sur l'application métier,L'application de souscription est extrêmement lente depuis 2 jours. Les temps de chargement dépassent 30 secondes.,2025-07-07 11:22:18,Service Client
JIRA-0098,Demande de création de compte utilisateur,Nouveau collaborateur arrivé ce matin. Besoin de créer son compte AD et ses accès aux applications métier.,2025-07-08 11:22:18,Service Client
JIRA-0446,Problème de certification électronique,Ma signature électronique a expiré. Besoin de renouveler le certificat.,2025-07-08 11:22:18,Commercial
JIRA-0469,Application de tarification qui ne se lance pas,Message d'erreur 'DLL manquante' au lancement de l'outil de calcul des primes.,2025-07-08 11:22:18,Actuariat
JIRA-0076,Imprimante du 3ème étage hors service,L'imprimante Canon du service sinistres affiche un message d'erreur et ne répond plus.,2025-07-09 11:22:18,Marketing
JIRA-0204,Problème d'envoi d'emails avec pièces jointes,Impossible d'envoyer des emails avec des pièces jointes supérieures à 5 Mo. Message d'erreur systématique.,2025-07-10 11:22:18,Sinistres
JIRA-0350,Disque dur externe non reconnu,Le disque dur USB de sauvegarde n'est plus détecté par Windows.,2025-07-10 11:22:18,Souscription
JIRA-0367,Disque dur externe non reconnu,Le disque dur USB de sauvegarde n'est plus détecté par Windows.,2025-07-10 11:22:18,Actuariat
JIRA-0390,Problème de connexion à l'intranet,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-07-10 11:22:18,Juridique
JIRA-0408,Clavier défectueux - touches qui ne répondent pas,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-07-10 11:22:18,Sinistres
JIRA-0033,Application de tarification qui ne se lance pas,Message d'erreur 'DLL manquante' au lancement de l'outil de calcul des primes.,2025-07-11 11:22:18,Direction
JIRA-0487,Erreur lors de la sauvegarde sur serveur,Impossible de sauvegarder mes documents sur le serveur. Message 'Espace disque insuffisant'.,2025-07-11 11:22:18,Direction
JIRA-0500,Mot de passe expiré - demande de réinitialisation,Mon mot de passe Active Directory a expiré et je n'arrive pas à le réinitialiser via le portail self-service.,2025-07-11 11:22:18,Commercial
JIRA-0073,Problème de synchronisation OneDrive,OneDrive indique 'Synchronisation en attente' depuis 48h. Les fichiers ne se synchronisent plus.,2025-07-12 11:22:18,Comptabilité
JIRA-0152,Clavier défectueux - touches qui ne répondent pas,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-07-12 11:22:18,Sinistres
JIRA-0441,Problème de synchronisation OneDrive,OneDrive indique 'Synchronisation en attente' depuis 48h. Les fichiers ne se synchronisent plus.,2025-07-12 11:22:18,Comptabilité
